Module	Section	Sample Name	Source
fastp	all_sections	WZP-5_S36	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastp/WZP-5_S36.json
fastp	all_sections	WZP-6_S37	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastp/WZP-6_S37.json
fastp	all_sections	WZP-7_S38	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastp/WZP-7_S38.json
fastp	all_sections	WZP-8_S39	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastp/WZP-8_S39.json
fastp	all_sections	WZP-9_S40	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastp/WZP-9_S40.json
fastp	all_sections	WZP-10_S41	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastp/WZP-10_S41.json
fastp	all_sections	WZP-11_S42	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastp/WZP-11_S42.json
fastp	all_sections	WZP-12_S43	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastp/WZP-12_S43.json
fastp	all_sections	WZP-13_S44	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastp/WZP-13_S44.json
fastp	all_sections	WZP-14_S45	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastp/WZP-14_S45.json
FastQC	all_sections	CZP-1_S3_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/CZP-1_S3_R1_001_trimmed_fastqc.zip
FastQC	all_sections	CZP-1_S3_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/CZP-1_S3_R2_001_trimmed_fastqc.zip
FastQC	all_sections	CZP-2_S4_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/CZP-2_S4_R1_001_trimmed_fastqc.zip
FastQC	all_sections	CZP-2_S4_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/CZP-2_S4_R2_001_trimmed_fastqc.zip
FastQC	all_sections	ELP-1_S49_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/ELP-1_S49_R1_001_trimmed_fastqc.zip
FastQC	all_sections	ELP-1_S49_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/ELP-1_S49_R2_001_trimmed_fastqc.zip
FastQC	all_sections	FRUpstream-1_S1_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/FRUpstream-1_S1_R1_001_trimmed_fastqc.zip
FastQC	all_sections	FRUpstream-1_S1_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/FRUpstream-1_S1_R2_001_trimmed_fastqc.zip
FastQC	all_sections	FRUpstream-2_S2_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/FRUpstream-2_S2_R1_001_trimmed_fastqc.zip
FastQC	all_sections	FRUpstream-2_S2_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/FRUpstream-2_S2_R2_001_trimmed_fastqc.zip
FastQC	all_sections	FZP-1_S50_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/FZP-1_S50_R1_001_trimmed_fastqc.zip
FastQC	all_sections	FZP-1_S50_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/FZP-1_S50_R2_001_trimmed_fastqc.zip
FastQC	all_sections	FZP-2_S51_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/FZP-2_S51_R1_001_trimmed_fastqc.zip
FastQC	all_sections	FZP-2_S51_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/FZP-2_S51_R2_001_trimmed_fastqc.zip
FastQC	all_sections	FZP-3_S52_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/FZP-3_S52_R1_001_trimmed_fastqc.zip
FastQC	all_sections	FZP-3_S52_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/FZP-3_S52_R2_001_trimmed_fastqc.zip
FastQC	all_sections	HFP-1_S53_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/HFP-1_S53_R1_001_trimmed_fastqc.zip
FastQC	all_sections	HFP-1_S53_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/HFP-1_S53_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-1_S13_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-1_S13_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-1_S13_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-1_S13_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-2_S14_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-2_S14_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-2_S14_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-2_S14_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-3_S15_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-3_S15_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-3_S15_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-3_S15_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-4_S16_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-4_S16_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-4_S16_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-4_S16_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-5_S17_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-5_S17_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-5_S17_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-5_S17_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-6_S18_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-6_S18_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-6_S18_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-6_S18_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-7_S19_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-7_S19_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-7_S19_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-7_S19_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-8_S20_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-8_S20_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-8_S20_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-8_S20_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-9_S21_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-9_S21_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-9_S21_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-9_S21_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-10_S22_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-10_S22_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-10_S22_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-10_S22_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-11_S23_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-11_S23_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-11_S23_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-11_S23_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-12_S24_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-12_S24_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-12_S24_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-12_S24_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-13_S25_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-13_S25_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-13_S25_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-13_S25_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-14_S26_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-14_S26_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-14_S26_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-14_S26_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-15_S27_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-15_S27_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-15_S27_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-15_S27_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-16_S28_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-16_S28_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-16_S28_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-16_S28_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-17_S29_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-17_S29_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-17_S29_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-17_S29_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-18_S30_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-18_S30_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-18_S30_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-18_S30_R2_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-19_S31_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-19_S31_R1_001_trimmed_fastqc.zip
FastQC	all_sections	KTP-19_S31_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/KTP-19_S31_R2_001_trimmed_fastqc.zip
FastQC	all_sections	STP-1_S46_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/STP-1_S46_R1_001_trimmed_fastqc.zip
FastQC	all_sections	STP-1_S46_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/STP-1_S46_R2_001_trimmed_fastqc.zip
FastQC	all_sections	STP-2_S47_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/STP-2_S47_R1_001_trimmed_fastqc.zip
FastQC	all_sections	STP-2_S47_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/STP-2_S47_R2_001_trimmed_fastqc.zip
FastQC	all_sections	STP-3_S48_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/STP-3_S48_R1_001_trimmed_fastqc.zip
FastQC	all_sections	STP-3_S48_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/STP-3_S48_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-1_S5_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-1_S5_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-1_S5_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-1_S5_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-2_S6_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-2_S6_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-2_S6_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-2_S6_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-3_S7_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-3_S7_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-3_S7_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-3_S7_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-4_S8_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-4_S8_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-4_S8_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-4_S8_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-5_S9_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-5_S9_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-5_S9_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-5_S9_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-6_S10_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-6_S10_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-6_S10_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-6_S10_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-7_S11_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-7_S11_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-7_S11_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-7_S11_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-8_S12_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-8_S12_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WBP-8_S12_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WBP-8_S12_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-1_S32_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-1_S32_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-1_S32_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-1_S32_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-2_S33_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-2_S33_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-2_S33_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-2_S33_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-3_S34_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-3_S34_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-3_S34_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-3_S34_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-4_S35_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-4_S35_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-4_S35_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-4_S35_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-5_S36_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-5_S36_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-5_S36_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-5_S36_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-6_S37_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-6_S37_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-6_S37_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-6_S37_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-7_S38_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-7_S38_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-7_S38_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-7_S38_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-8_S39_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-8_S39_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-8_S39_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-8_S39_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-9_S40_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-9_S40_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-9_S40_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-9_S40_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-10_S41_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-10_S41_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-10_S41_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-10_S41_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-11_S42_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-11_S42_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-11_S42_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-11_S42_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-12_S43_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-12_S43_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-12_S43_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-12_S43_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-13_S44_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-13_S44_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-13_S44_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-13_S44_R2_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-14_S45_R1_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-14_S45_R1_001_trimmed_fastqc.zip
FastQC	all_sections	WZP-14_S45_R2_001	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1767_qc/fastqc/WZP-14_S45_R2_001_trimmed_fastqc.zip
