Module	Section	Sample Name	Source
fastp	all_sections	20150415.B-CAMA_reseq_21	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastp/20150415.B-CAMA_reseq_21.json
fastp	all_sections	20150415.B-CAMA_reseq_22	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastp/20150415.B-CAMA_reseq_22.json
fastp	all_sections	20150415.B-CAMA_reseq_23	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastp/20150415.B-CAMA_reseq_23.json
fastp	all_sections	20150415.B-CAMA_reseq_24	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastp/20150415.B-CAMA_reseq_24.json
fastp	all_sections	20150415.B-CAMA_reseq_25	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastp/20150415.B-CAMA_reseq_25.json
fastp	all_sections	20150415.B-CAMA_reseq_26	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastp/20150415.B-CAMA_reseq_26.json
FastQC	all_sections	20150415.B-CAMA_reseq_1_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_1_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_1_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_1_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_2_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_2_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_2_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_2_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_3_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_3_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_3_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_3_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_4_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_4_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_4_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_4_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_5_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_5_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_5_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_5_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_6_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_6_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_6_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_6_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_7_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_7_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_7_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_7_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_8_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_8_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_8_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_8_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_9_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_9_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_9_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_9_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_10_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_10_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_10_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_10_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_11_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_11_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_11_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_11_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_12_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_12_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_12_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_12_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_13_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_13_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_13_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_13_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_14_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_14_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_14_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_14_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_15_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_15_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_15_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_15_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_16_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_16_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_16_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_16_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_17_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_17_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_17_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_17_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_18_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_18_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_18_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_18_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_19_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_19_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_19_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_19_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_20_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_20_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_20_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_20_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_21_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_21_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_21_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_21_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_22_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_22_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_22_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_22_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_23_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_23_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_23_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_23_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_24_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_24_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_24_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_24_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_25_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_25_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_25_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_25_R2_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_26_R1	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_26_R1_trimmed_fastqc.zip
FastQC	all_sections	20150415.B-CAMA_reseq_26_R2	/scratch/maurin/cama_reseq/data/trimmed/reseqs/p1811_qc/fastqc/20150415.B-CAMA_reseq_26_R2_trimmed_fastqc.zip
